comparison,target_model,reference_model,domain,resolution,variable_group,variable,row_label,level_hpa,lead_hour,lead_label,rmse_improvement_pct
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,168,D7,-3.445
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,192,D8,-3.111
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,216,D9,-2.647
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,specific_humidity,specific_humidity,specific_humidity 850,850,240,D10,-1.744
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,24,D1,0.157
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,48,D2,-2.888
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,72,D3,-5.555
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,96,D4,-7.27
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,120,D5,-8.607
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,144,D6,-8.488
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,168,D7,-7.568
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,192,D8,-5.92
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,216,D9,-4.695
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 250,250,240,D10,-4.944
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,24,D1,-1.451
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,48,D2,-3.038
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,72,D3,-4.582
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,96,D4,-5.956
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,120,D5,-6.149
nested_global_vs_aigfs_regions,Nested-EAGLE-Global (AI),AIGFS,global,global 0.25 degree,wind_speed,wind_speed,wind_speed 500,500,144,D6,-5.888
